Battery Charge (kWh),Battery Discharge (kWh),Generator Production (kWh),Load Demand (kWh),Solar Curtailment (kWh),Solar Production (kWh),State of Charge (kWh),Time Step
0.0,4.060634208,0.0,4.060634208,0.0,0.0,103.87988078642003,1
0.0,4.219408109,0.0,4.219408109,0.0,0.0,99.87144308287003,2
0.0,4.961969356,0.0,4.961969356,0.0,0.0,95.15757219467002,3
0.0,5.137053824,0.0,5.137053824,0.0,0.0,90.27737106187003,4
0.0,5.161052641,0.0,5.161052641,0.0,0.0,85.37437105292003,5
0.0,5.426296986,0.0,5.426296986,0.0,0.0,80.21938891622003,6
0.0,1.64894964460637,0.0,6.200015786,0.0,4.55106614139363,78.65288675384397,7
7.499827937576725,0.0,0.0,8.033416645,0.0,15.533244582576726,85.77772329454186,8
18.497695186616586,0.0,0.0,8.068966743,0.0,26.566661929616586,103.35053372182762,9
0.0,0.0,0.0,7.710740108,24.637195858371104,7.710740108,103.35053372182762,10
30.93973627711928,0.0,0.0,7.114797443,0.0,38.05453372011928,132.74328318509095,11
31.65484284383657,0.0,0.0,8.88547301,0.0,40.54031585383657,162.81538388673567,12
30.266291700368356,0.0,0.0,9.026922076,0.0,39.293213776368354,191.56836100208562,13
0.0,0.0,0.0,9.268428339,24.93196589349802,9.268428339,191.56836100208562,14
2.4832725359478123,0.0,0.0,9.438550076,16.36146623595362,11.921822611947812,193.92746991123605,15
0.0,0.0,0.0,9.904921441,10.59353860526454,9.904921441,193.92746991123605,16
0.0,0.0,0.0,9.354557774,0.8662856874365321,9.354557774,193.92746991123605,17
0.0,8.75413521837346,0.0,9.22444803,0.0,0.4703128116265392,185.61104145378127,18
0.0,11.16503856285497,0.7501797671450294,11.91521833,0.0,0.0,175.00425481906905,19
0.0,14.575681356726115,1.3062996532738866,15.88198101,0.0,0.0,161.15735753017924,20
0.0,18.074552316726113,1.3062996532738866,19.38085197,0.0,0.0,143.98653282928944,21
0.0,17.536010876726113,1.3062996532738866,18.84231053,0.0,0.0,127.32732249639965,22
0.0,12.876195346726114,1.3062996532738866,14.182495,0.0,0.0,115.09493691700983,23
0.0,7.744688034726113,1.3062996532738866,9.050987688,0.0,0.0,107.73748328402003,24
