4,2,3,1
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.13870501738360744,0.07085329643026327,0.09148101027252045,0.06677398711422367
0.3367850207298948,0.2635271688212311,0.31223385094314093,0.21839376307343758
0.48070260473526566,0.4355198647616934,0.5340166451954951,0.38675454895933303
0.6415996204981211,0.6428672323470465,0.650226072418331,0.5279799685451214
0.6955880458674415,0.6845238404619616,0.7649344311880671,0.6188471802015096
0.7254685663969803,0.7415911473501137,0.814901154115149,0.6623646570526384
0.6997616858877114,0.7577292386983676,0.7898331470998047,0.654194929671154
0.6154377903691517,0.6934130028924007,0.6874623481409858,0.5881528917734656
0.4746788585530638,0.5489605974956902,0.5685225741068277,0.47366525438717977
0.29674057714594587,0.3875129913433786,0.41203967945166925,0.32089465305244513
0.10931186307501692,0.22268585533068666,0.20544924126353803,0.14650530385932117
0.0,0.0403516144824658,0.009453760902391624,0.014990201545305497
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
